condition,model,fold,feature,importance,rank
before,logistic_regression,4,smoothness error,0.0,10.0
before,logistic_regression,4,symmetry error,0.0,10.0
before,logistic_regression,4,texture error,-0.0005899705014749272,28.0
before,logistic_regression,4,worst area,0.3289085545722713,1.0
before,logistic_regression,4,worst compactness,-0.0008849557522123908,29.0
before,logistic_regression,4,worst concave points,0.0,10.0
before,logistic_regression,4,worst concavity,0.0,10.0
before,logistic_regression,4,worst fractal dimension,0.0,10.0
before,logistic_regression,4,worst perimeter,0.1693215339233038,3.0
before,logistic_regression,4,worst radius,0.0011799410029498505,9.0
before,logistic_regression,4,worst smoothness,0.0,10.0
before,logistic_regression,4,worst symmetry,0.0,10.0
before,logistic_regression,4,worst texture,0.04454277286135689,6.0
before,random_forest,0,area error,-0.003216374269005858,23.0
before,random_forest,0,compactness error,0.0,2.0
before,random_forest,0,concave points error,0.0,2.0
before,random_forest,0,concavity error,0.0,2.0
before,random_forest,0,fractal dimension error,0.0,2.0
before,random_forest,0,mean area,-0.0038011695906432865,25.0
before,random_forest,0,mean compactness,0.0,2.0
before,random_forest,0,mean concave points,-0.010526315789473684,30.0
before,random_forest,0,mean concavity,-0.006432748538011716,28.0
before,random_forest,0,mean fractal dimension,0.0,2.0
before,random_forest,0,mean perimeter,-0.0038011695906432865,25.0
before,random_forest,0,mean radius,-0.005555555555555573,27.0
before,random_forest,0,mean smoothness,0.0,2.0
before,random_forest,0,mean symmetry,-0.0005847953216374288,18.0
before,random_forest,0,mean texture,-0.0020467836257310004,20.0
before,random_forest,0,perimeter error,0.0,2.0
before,random_forest,0,radius error,0.0,2.0
before,random_forest,0,smoothness error,0.0,2.0
before,random_forest,0,symmetry error,0.0,2.0
before,random_forest,0,texture error,-0.0002923976608187144,16.0
before,random_forest,0,worst area,0.015789473684210544,1.0
before,random_forest,0,worst compactness,0.0,2.0
before,random_forest,0,worst concave points,-0.002631578947368418,22.0
before,random_forest,0,worst concavity,-0.008187134502923988,29.0
before,random_forest,0,worst fractal dimension,0.0,2.0
before,random_forest,0,worst perimeter,-0.003508771929824561,24.0
before,random_forest,0,worst radius,-0.0002923976608187144,16.0
before,random_forest,0,worst smoothness,-0.0005847953216374288,18.0
before,random_forest,0,worst symmetry,0.0,2.0
before,random_forest,0,worst texture,-0.0020467836257310004,20.0
before,random_forest,1,area error,-0.0011695906432748167,28.0
before,random_forest,1,compactness error,0.004385964912280727,13.0
before,random_forest,1,concave points error,0.003216374269005858,15.0
before,random_forest,1,concavity error,0.004970760233918152,11.0
before,random_forest,1,fractal dimension error,0.0011695906432748649,21.0
before,random_forest,1,mean area,0.005555555555555573,10.0
before,random_forest,1,mean compactness,0.0,26.0
before,random_forest,1,mean concave points,0.00555555555555558,9.0
before,random_forest,1,mean concavity,0.002046783625731023,17.0
before,random_forest,1,mean fractal dimension,-0.00029239766081869215,27.0
before,random_forest,1,mean perimeter,-0.004970760233918093,30.0
before,random_forest,1,mean radius,2.2204460492503132e-17,25.0
before,random_forest,1,mean smoothness,0.0017543859649123046,18.0
before,random_forest,1,mean symmetry,0.0035087719298245723,14.0
before,random_forest,1,mean texture,0.007602339181286584,6.0
before,random_forest,1,perimeter error,0.0014619883040935867,19.0
before,random_forest,1,radius error,0.0002923976608187292,23.0
before,random_forest,1,smoothness error,0.004678362573099448,12.0
before,random_forest,1,symmetry error,0.007894736842105288,5.0
before,random_forest,1,texture error,0.0002923976608187292,23.0
before,random_forest,1,worst area,0.008771929824561453,4.0
before,random_forest,1,worst compactness,0.009064327485380145,3.0
before,random_forest,1,worst concave points,0.014619883040935719,1.0
before,random_forest,1,worst concavity,0.006140350877193013,8.0
before,random_forest,1,worst fractal dimension,0.002339181286549726,16.0
before,random_forest,1,worst perimeter,0.0005847953216374694,22.0
before,random_forest,1,worst radius,0.006725146198830449,7.0
before,random_forest,1,worst smoothness,-0.0023391812865496743,29.0
before,random_forest,1,worst symmetry,0.0011695906432748796,20.0
before,random_forest,1,worst texture,0.014619883040935715,2.0
before,random_forest,2,area error,0.0,19.0
before,random_forest,2,compactness error,0.0017543859649122862,8.0
before,random_forest,2,concave points error,0.0002923976608187144,17.0
before,random_forest,2,concavity error,0.0,19.0
before,random_forest,2,fractal dimension error,0.0014619883040935717,10.0
before,random_forest,2,mean area,0.0017543859649122862,8.0
before,random_forest,2,mean compactness,0.0,19.0
before,random_forest,2,mean concave points,-0.004385964912280715,30.0
before,random_forest,2,mean concavity,0.0008771929824561431,15.0
before,random_forest,2,mean fractal dimension,0.0002923976608187144,17.0
before,random_forest,2,mean perimeter,0.0014619883040935717,10.0
before,random_forest,2,mean radius,0.0011695906432748575,12.0
before,random_forest,2,mean smoothness,0.004970760233918144,5.0
before,random_forest,2,mean symmetry,0.0038011695906432865,6.0
before,random_forest,2,mean texture,0.005555555555555573,3.0
before,random_forest,2,perimeter error,0.0011695906432748575,12.0
before,random_forest,2,radius error,0.0,19.0
before,random_forest,2,smoothness error,0.0,19.0
before,random_forest,2,symmetry error,0.0,19.0
before,random_forest,2,texture error,0.0011695906432748575,12.0
before,random_forest,2,worst area,0.0038011695906432757,7.0
before,random_forest,2,worst compactness,-0.0029239766081871434,28.0
before,random_forest,2,worst concave points,-0.0020467836257310004,27.0
before,random_forest,2,worst concavity,-0.0038011695906432865,29.0
before,random_forest,2,worst fractal dimension,0.0008771929824561431,15.0
before,random_forest,2,worst perimeter,-0.0008771929824561431,26.0
before,random_forest,2,worst radius,0.0,19.0
before,random_forest,2,worst smoothness,0.0052631578947368585,4.0
before,random_forest,2,worst symmetry,0.008187134502924001,1.0
before,random_forest,2,worst texture,0.006432748538011716,2.0
before,random_forest,3,area error,-0.003216374269005873,27.0
before,random_forest,3,compactness error,0.0,14.0
before,random_forest,3,concave points error,0.0,14.0
before,random_forest,3,concavity error,0.0,14.0
before,random_forest,3,fractal dimension error,0.0,14.0
before,random_forest,3,mean area,0.002339181286549685,9.0
before,random_forest,3,mean compactness,0.0,14.0
before,random_forest,3,mean concave points,-0.007894736842105303,30.0
before,random_forest,3,mean concavity,-0.00467836257309943,29.0
before,random_forest,3,mean fractal dimension,0.0,14.0
before,random_forest,3,mean perimeter,0.002631578947368396,8.0
before,random_forest,3,mean radius,0.005263157894736792,6.0
before,random_forest,3,mean smoothness,0.0,14.0
before,random_forest,3,mean symmetry,0.0,14.0
before,random_forest,3,mean texture,0.0,14.0
before,random_forest,3,perimeter error,-0.0035087719298245723,28.0
before,random_forest,3,radius error,0.0005847953216374065,13.0
before,random_forest,3,smoothness error,0.0,14.0
before,random_forest,3,symmetry error,0.0,14.0
before,random_forest,3,texture error,0.0,14.0
before,random_forest,3,worst area,0.016374269005847906,1.0
before,random_forest,3,worst compactness,0.0014619883040935533,11.0
before,random_forest,3,worst concave points,0.007017543859649078,4.0
before,random_forest,3,worst concavity,0.002339181286549685,9.0
before,random_forest,3,worst fractal dimension,0.0,14.0
before,random_forest,3,worst perimeter,0.005263157894736803,5.0
before,random_forest,3,worst radius,0.009649122807017496,2.0
before,random_forest,3,worst smoothness,0.005263157894736792,6.0
before,random_forest,3,worst symmetry,0.0005847953216374213,12.0
before,random_forest,3,worst texture,0.00877192982456135,3.0
before,random_forest,4,area error,0.001474926253687318,9.0
before,random_forest,4,compactness error,0.0,11.0
before,random_forest,4,concave points error,0.0,11.0
before,random_forest,4,concavity error,0.0,11.0
before,random_forest,4,fractal dimension error,0.0,11.0
before,random_forest,4,mean area,0.0,11.0
before,random_forest,4,mean compactness,0.0,11.0
before,random_forest,4,mean concave points,0.011209439528023573,3.0
before,random_forest,4,mean concavity,0.002359882005899709,8.0
before,random_forest,4,mean fractal dimension,0.0,11.0
before,random_forest,4,mean perimeter,0.0,11.0
before,random_forest,4,mean radius,0.0,11.0
before,random_forest,4,mean smoothness,0.0026548672566371724,7.0
before,random_forest,4,mean symmetry,0.0,11.0
before,random_forest,4,mean texture,0.0011799410029498544,10.0
before,random_forest,4,perimeter error,0.0,11.0
before,random_forest,4,radius error,0.0,11.0
before,random_forest,4,smoothness error,0.0,11.0
before,random_forest,4,symmetry error,0.0,11.0
before,random_forest,4,texture error,0.0,11.0
before,random_forest,4,worst area,0.01327433628318581,2.0
before,random_forest,4,worst compactness,0.0,11.0
before,random_forest,4,worst concave points,0.01563421828908551,1.0
before,random_forest,4,worst concavity,0.00737463126843656,5.0
before,random_forest,4,worst fractal dimension,0.0,11.0
before,random_forest,4,worst perimeter,0.0,11.0
before,random_forest,4,worst radius,0.0,11.0
before,random_forest,4,worst smoothness,0.004719764011799418,6.0
before,random_forest,4,worst symmetry,0.0,11.0
before,random_forest,4,worst texture,0.010324483775811204,4.0
