model,outer_fold,threshold,inner_f1,inner_precision,inner_recall,inner_balanced_accuracy
logistic_regression,1,0.9,0.1111111111111111,1.0,0.058823529411764705,0.5294117647058824
logistic_regression,1,0.91,0.08064516129032258,1.0,0.04201680672268908,0.5210084033613446
logistic_regression,1,0.92,0.08064516129032258,1.0,0.04201680672268908,0.5210084033613446
logistic_regression,1,0.93,0.06504065040650407,1.0,0.03361344537815126,0.5168067226890757
logistic_regression,1,0.94,0.06504065040650407,1.0,0.03361344537815126,0.5168067226890757
logistic_regression,1,0.95,0.06504065040650407,1.0,0.03361344537815126,0.5168067226890757
linear_svc,1,0.05,0.31076923076923074,0.1902071563088512,0.8487394957983193,0.779197566940348
linear_svc,1,0.06,0.3443478260869565,0.21710526315789475,0.8319327731092437,0.7954397153864923
linear_svc,1,0.07,0.36363636363636365,0.23471882640586797,0.8067226890756303,0.7976895011887266
linear_svc,1,0.08,0.38271604938271603,0.25340599455040874,0.7815126050420168,0.798251238375161
linear_svc,1,0.09,0.40089086859688194,0.2727272727272727,0.7563025210084033,0.7971249269457952
linear_svc,1,0.1,0.42482100238663484,0.2966666666666667,0.7478991596638656,0.8027139282451671
linear_svc,1,0.11,0.4490861618798956,0.32575757575757575,0.7226890756302521,0.8012500070926412
linear_svc,1,0.12,0.46321525885558584,0.34274193548387094,0.7142857142857143,0.8021124722677728
linear_svc,1,0.13,0.4745762711864407,0.3574468085106383,0.7058823529411765,0.8019621082734242
linear_svc,1,0.14,0.4911242603550296,0.3789954337899543,0.6974789915966386,0.8028245734485556
linear_svc,1,0.15,0.515527950310559,0.4088669950738916,0.6974789915966386,0.8082263290191161
linear_svc,1,0.16,0.5242718446601942,0.4263157894736842,0.680672268907563,0.8035366746293386
linear_svc,1,0.17,0.528052805280528,0.43478260869565216,0.6722689075630253,0.8010230425728698
linear_svc,1,0.18,0.5369127516778524,0.44692737430167595,0.6722689075630253,0.8027110911886699
linear_svc,1,0.19,0.5486111111111112,0.46745562130177515,0.6638655462184874,0.8015478980248413
linear_svc,1,0.2,0.5415162454873647,0.47468354430379744,0.6302521008403361,0.7871044433978858
linear_svc,1,0.21,0.5481481481481482,0.4900662251655629,0.6218487394957983,0.784928421064577
